from_addr,payments,recipients,usdc
0x01f5a4e2ee8a8756d5d4a5ca8b7570c398712253,1,1,0.100000
0x01f9e65d14bcb5654adbfff800ea12fb1f40b68a,1,1,0.100000
0x01fb093a6165ad28cc1aa75b0434305ce94dda7b,1,1,269.650000
0x01ff840f79789e773d5b2263cc42861aace579f3,1,1,46.080000
0x021e832d518215606d44d1610ecef690a0db8c0e,1,1,11.560000
0x02318f74150c75b35749641a07f86b0966c7f9ab,1,1,0.010000
0x023302adcbb51c393d9253b9cfb2eda13319e8a2,1,1,0.000150
0x02370be84a3a11624bbf68d622caff2d1e948767,1,1,70.013281
0x0249f30f309361d43d219dc27652a15b76891f2f,1,1,0.003000
0x025485fc7dad2736b39a5ed35db54884510bcce1,1,1,0.010000
0x025682685576e5b11c97afda96df77cdf05c2ea2,1,1,116.040000
0x0260b4b07027af0430e32a8fcd2eb949f522eba0,1,1,10.890000
0x0268b44973755e46269af7eb92749a30093116b3,1,1,0.010000
0x0270e6b099c3faf674a407cacd909ab82961c579,1,1,200.000000
0x02714f948b1b29d0d3ecb1a66a05227f108b6089,1,1,154.700000
0x0271e98c522508fe8802fb79c865e4f056e3f24a,1,1,0.100000
0x0277376bcc9a9cde2c8458062c43848672f73f75,1,1,0.050000
0x028d76b7087d2eba307ded3b4706dea1c2482195,1,1,116.690000
0x029078f9205d8bd07b8b8ba9141670cb83a291be,1,1,0.010000
0x029585e6eb8d3ab499e5c007506ad1c27aa5e510,1,1,1000.000000
0x02ae234c3637d43a98c0fcd0167803a0205042b1,1,1,9.680000
0x02d331536698f17664da8dc7f541836babd4f1ba,1,1,0.010000
0x02d8de2c786f4f6ed9f77b220fd5042468b676a9,1,1,82.370000
0x02e7d36ff4b41566f59ac712051301b39d3f2ce4,1,1,173.620000
0x02ef04662684c805ac365872a843afb9fed444b1,1,1,20.410000
0x02f0ef330b82905f837964a96226f7576e0a7925,1,1,0.010000
0x02f1f71b04788af6dff2f0b45842b656a53623bc,1,1,0.100000
0x030674d37f88f7fd09d78d048df61c2315fcd486,1,1,500.000250
0x030760e98007bebe3400c8079de4f2b942c78175,1,1,110.500000
0x030ae69ca9a3d233013723f028c62be4576a9aa7,1,1,11.473591
0x030edc06aaca0b1994e8371a1c6cab90c11b46c8,1,1,35.350000
0x03150707b36e892ca3473fc2f5f0c2a614ccc152,1,1,0.100000
0x0326cd9936e2f17ce6108ecb081ac4349d18c809,1,1,20.410000
0x032eb04bd329355a41145af51dadce354b8e3eea,1,1,0.010000
0x0347f82b00d769eac0deddff157fb22a9e3c9890,1,1,204.000000
0x0357ab179f805bcdd7636308ed9c3b75beb6cbda,1,1,0.100000
0x035a166438b9cfc87f22dfdff6aec27a1bf82a55,1,1,0.000001
0x035c9e5fb0fe51e507ae3ed1ab4c8438c899bda6,1,1,0.100000
0x037a4dfa46e2e5477ffbc0ac34b4378369eb3954,1,1,101.000000
0x037d9d4afcfd15eb63e62769285659bb5e28daf6,1,1,0.010000
0x03856b9252255ab9c1ddf54e6a8cc3c5071a261c,1,1,1052.220000
0x038e4d344aed9e42c14570c12aa541e95f580bae,1,1,29.880000
0x038f2ae8c6433be6af3cff0b5a704d807be105ff,1,1,389.160000
0x03a2fc02ec3136f170d6f1eaa7fa1cad05d01827,1,1,0.010000
0x03a6a66bff69cf69ac930ae497676a680a5d1d09,1,1,0.000010
0x03a85bf0159d3e05cdd85ae7442a0b14c66dbf91,1,1,31.580000
0x03b0d6daf79d6d68b1f5044cd9f684c860d3b407,1,1,5.110000
0x03d58593a11e19cd0e2e40b4dfe29d70b6f2a841,1,1,0.100000
0x03d8a09b105c9afd1d42660e2aaea0fd6835fc97,1,1,0.010000
0x040ce48cb21c7e516cfbc180a5f53cb9ad1a1ef7,1,1,2.170000
0x041a4345d02611d2227a74ea68e2abaeb840c51d,1,1,0.100000
0x041e006c04315b1573fd39f1a7cbab80641f6cbc,1,1,57.950000
0x0426d2f1bd22d3d39da3e96e97b461c29f2c67c9,1,1,269.710000
0x044c8304714aec7396f20e014726d1b673aeece0,1,1,15.160000
0x044fc9f18e62020581ef619d1ed850b62038a393,1,1,14.952810
0x045456b531a60b369aff1aecf22bd962aa86afa2,1,1,43.500000
0x0461e90582f1770d59395a1b647c7b4462398399,1,1,111.640000
0x0475ccbd1df4c3f50b95c0b9919c883c29325838,1,1,56.860000
0x04934469e9ee1604b159b886f5929699d70f5258,1,1,7.000000
0x0494acb7e574066b4c004f8221af001cc94bb781,1,1,0.100000
0x04965830878f014572913e58287b6794a7ee178e,1,1,2.740000
0x04989595c67ec1145be5c03dac1cfe4c5ebb8d94,1,1,11.050000
0x04b38d8601140c373c87b939fbb9e22cd09c295b,1,1,0.100000
0x04bc61c144c2df9286340718ab7191eb004358ed,1,1,154.560000
0x04ce6365dcc3d014ae9e22fa68ce1469d4e569a2,1,1,80.380000
0x04e7b897d974df65e35af23d80887bfb85ceda7d,1,1,0.100000
0x04ea85e3393f3d981ddaca1bce4bd4a2033c2044,1,1,0.110000
0x04ebb121b5ad0259e99db1af7458cd1e408ed96d,1,1,0.100000
0x04ebd5b3767529aaf12e58d4b7607fd1ecdafe3a,1,1,0.010000
0x04f30e963e4c4f2b4d05f903d427921b68d5dcbb,1,1,21.670000
0x0513b9ee6057ec56819a57ff900283d95bb34486,1,1,352.750000
0x05158df0bcfe0475f6c28c7ad0df5362b637eff6,1,1,58.120000
0x0516cf1afbf0e32fa5ad82ffb347c938ad84115a,1,1,31.610000
0x051c185108f99135ec8499eaaf1bf03146f20c78,1,1,0.010000
0x052966da2d7684fad5bf098be7a6f5bd4fd5e69a,1,1,0.100000
0x052a1971ed9d4e700e777977f19ad09f5a9c4d3d,1,1,0.100000
0x052b0d66da064c5849c6cd0285bdfc0b8659e7d1,1,1,0.100000
0x0539937d2366dbef0243ad10f0782b1bc3f1d29d,1,1,0.010000
0x05431f74470d77249611684b5d535f4d5dac4230,1,1,202.000000
0x054554983fa762738b5b2303ab8a41efd84434aa,1,1,69.160000
0x056476afc74359f3c045bd395f55a4451fbd9583,1,1,0.010000
0x0572573fcaf93e1b332824f73aa3a21d0ff5ddba,1,1,0.010000
0x057e2de25af09c58cc3d10b561be22e16423e0ab,1,1,0.001000
0x057e6c8cda9e7c024e23df6b1388a25e5150a371,1,1,115.816415
0x059609daa55e77c945f997813c3f3066b2cadbcc,1,1,23.070000
0x05b79950792465eca8965dee3eee814d8df7dbba,1,1,0.100000
0x05cf24ba848dbea0c473efdf0003e54a11b62713,1,1,2.800000
0x05d2ee10b01888cb2502c22e4e4e0a0fea6ceb69,1,1,0.010000
0x05e9b99a684e0f0883d6214117f2a6dc2f9120a9,1,1,341.940000
0x05f7a52dac50be1d2f04d7d2d787f307b1f70703,1,1,31.630000
0x0607900a215ef2a8e30dc2de89b7e483dc7c398a,1,1,210.000000
0x061c0fbdd0ebc1fb0356a7328499b31e84e5ac24,1,1,324.720000
0x061fe1e89e2711cf6fa76c8fedfe01bcfc4cf526,1,1,11.880000
0x062ad180ee836b0badb195e2f5d44a541b92bdf3,1,1,109.660000
0x062f28462fa2c51a698dacf00b8d650292e80b00,1,1,29.580000
0x0634978ba63d983ee779367b77330f8a4bd6a387,1,1,0.100000
0x064fcb007592a7a7278366a10623b3222006b791,1,1,20.410000
0x065053f807fa0ad32b5ce0c040c4b9377a814ee2,1,1,0.010000
0x065dd8d4cd9bdd3d6d12c1d19b153593c66f9ba4,1,1,28.910000
0x065f378436044514cc9e77991e3ce5245032345b,1,1,0.100000
0x0660f2ed352448dfdcce8fb709dccb811dcd7d17,1,1,505.000000
0x0665802acbf28a2cb1dfb735a37fe1933516f903,1,1,0.100000
0x0666647f4f376be83fd815552e3f573a5a9e21b9,1,1,66.240000
0x06852025a0d3ab093168bcdb3febd85215f64464,1,1,0.010000
0x068cb45d3d1ca1a4c662a709eeb6c5aa8b49c1c0,1,1,0.010000
0x0699668ee05496d0f7924d7e2a8557d4598ac802,1,1,16.000000
0x06a3e1b2d46a730e6c779da7bba4bcabfb57ecc2,1,1,0.020000
0x06b1b088cc40219f4009a769a277d601ce5ea6a5,1,1,0.100000
0x06b62eae5cf688fc993bb84996b83e8c59f341a7,1,1,0.007000
0x06c761db50f767660f90b6be3a57df00f88cd91e,1,1,73.740000
0x06c78b3f9747cea7a3348ee42deb5f22e758a4b8,1,1,785.550000
0x06cc70aec88902529fbb33bbccd38389797da5d4,1,1,346.660000
0x06e28aecad6b776cf1edf3a3bd3458a36cdd66b5,1,1,0.010000
0x06e975a1ebb3bb73ce21609329346a34346b7084,1,1,20.400000
0x06f4837a0dc951235e0114f4a2440b174527c8dc,1,1,0.002000
0x06f48a5f291e3f1f97f5869471d1fe77001fccaa,1,1,0.560000
0x06fb071501f273e07737c50c62655bc53e701de4,1,1,336.570000
0x06fdfeb6b4063a147d2044c729f6284b44b21a37,1,1,707.410000
0x07056118c36fca245cc6099d981fc38ea4efc047,1,1,0.010000
0x070f956a6670ca1c0c0ed9da77d0c25d86751c72,1,1,0.100000
0x0712a7d153b8a88c85dca56ff4c4427d2056f91d,1,1,22.190000
0x071cb96592714797d048bec6cc2043a42b3308a7,1,1,231.880000
0x071ecba7df37ecb7e7c32071d1c947aa9a4885bd,1,1,0.100000
0x071f55b8a94eda26b3d3609b41209002b786f51e,1,1,13.070000
0x07257311755ec02b2f83109e135aa936a35c95b8,1,1,10.100000
0x072d8dbd0584361a5c3cffe06b340129e995de2d,1,1,300.000000
0x072fc33d9e24d8571f7b0a2dbfa3091a63639d9b,1,1,0.010000
0x073369171d27e572e1428895861b1bd44e757111,1,1,109.600000
0x073566e828e9c952701afd7b686de5f4a142bc3c,1,1,2236.500000
0x0737ecd3073ed31b88a88e0dfc1a31db8e07418c,1,1,2.000000
0x0740c35471ffc17ffb252c0b80fd31856eb02207,1,1,50.000000
0x0743bf1ff6ab864d03065a5da623274543aad662,1,1,0.100000
0x07463343904207078343b4f911fce6bfbb744f87,1,1,0.005000
0x0775950dbae50ba743c5d4344896f0d079f08524,1,1,0.360000
0x0780cf08b9a5504a828e666ff38f90e49653560f,1,1,4.807692
0x078be25d8c38c1b823e29c4ebef4616ca4a63a18,1,1,214.020000
0x07b09fdfd9fb55476fb2c1ffe654ae88688e746b,1,1,0.010000
0x07bffe8320b3f7f91118405a270e7cfc43e8aeb3,1,1,0.100000
0x07cacb157b3b64ca31a375d771db1ef10e34d9aa,1,1,0.010000
0x07d455694991c9368bf21e175c99603259f4a3f0,1,1,50.000000
0x07d9946025dd0950be2067222c8efb2657fed794,1,1,0.100000
0x07ddd30192716a7ee508143b2afa17bf15f0cff6,1,1,0.100000
0x07e40953f039af4266f83856f8fa636cb35e66dc,1,1,0.100000
0x07ebb486e11bd217e6085eb5ab663e4517595993,1,1,2.997000
0x07ff3dd5d3ce1c824b6cefaed22814f72f64fcc2,1,1,0.100000
0x080335991b9a7e29e12a85154a85da099d91c7cb,1,1,5.510000
0x0815d05f8ca510ccf7b94beaac8293ce56b22b0b,1,1,0.010000
0x081916aa24517d2755765ce16e5b35bc4e2fa130,1,1,270.000000
0x081ec2f69cd1c375b68b9d2037b1930b6259f7ea,1,1,20.000000
0x0823a7e6f1daaef1ffdc2a1f29c53ffb187240ab,1,1,0.005000
0x0825a5d6ae97efcc13d97b4c3204d7bcb2ef796e,1,1,0.010000
0x084bea95fcfb95b27e8a20b008e153086ba1652f,1,1,11.160000
0x085b7ed893cbcdc8552fc0d8ee5f9328bf5cea4d,1,1,54.390000
0x0866aff833e3f5f97a93a7823cf211cc2905c845,1,1,0.100000
0x0868e597060f5e1f58c1db850f6ff9ce56e3de92,1,1,20.400000
0x086f95128f00368719d2b322ca7f83d5c3a27ea2,1,1,10.000000
0x0885b5424d09c93f609c428710680e8b5be6a5da,1,1,0.005000
0x088d3b9c6c0ba597229bff4d3765d8434f7674b1,1,1,0.005000
0x08ad1c6603c9b314dad89ccd1d2da745d25b90fb,1,1,0.100000
0x08b00ceee2fb66029b53d76110b19eeaabfd1e65,1,1,1.871648
0x08b0c3c6525ce927b4a398f3069ed71c607e6b43,1,1,0.005000
0x08c7c3398bf48a6da30bf68f66cb689ea0278976,1,1,102.000000
0x08d8d5dea7e2136cbf15fef84b2ffa88cb0b3783,1,1,0.100000
0x08e0893fba3c9ceb9fadfa37e6a8f13ede01e3f1,1,1,5.640000
0x08e0b7723778c06349ed5f10a37f1421df4722cd,1,1,33.500000
0x08e3955c4068b99de31d4df73bba4b62a9b9a693,1,1,0.005000
0x08e82839e1513023d115451babc0ff18eda8f925,1,1,5.143604
0x08ec14d56fd912cee9c717de9a37028179a40b67,1,1,54.510000
0x08f0e308da9be0876f51fe2140384ffd5f98cd4a,1,1,22.190000
0x08f9b72ac94b66b6c0a5779426714d1322c4d448,1,1,225.000000
0x08fdc61128eb714e92568b8de0596d9d6e89ff6c,1,1,1000.000000
0x08ffdc0e00544f5dff29a79ac10b218e113efc96,1,1,0.100000
0x0905a8a7e9e10a59ce9b0798df5c04d13e1daaff,1,1,500.000000
0x0906d2e8bfb48de1451c3d55bcd91c5ecdafb793,1,1,58.440000
0x090d61ef7a6d1203815f03d4f562720b9463a540,1,1,0.100000
0x091ca6d22f9e89887da1958458b57ce24a095708,1,1,24.620298
0x092dc9a59ef3939e9f5f276e7e2b7afe5ea40271,1,1,86.540000
0x09311d62459e7ccf68e9e8c32653303dd9cc03f6,1,1,22.780000
0x093b2889345830605a94e7fae611b3b7772139e7,1,1,35.070000
0x094bd993de602c995cc515fde97ec2ae350e18e5,1,1,0.010000
0x094c14996d24b9e95adeeebcdd795dd63457ecd9,1,1,0.100000
0x0967aaefce78498a5472e148e531390ea31c70eb,1,1,0.100000
0x0969091404fdb9f79eb170280eb2e9863f39917b,1,1,0.100000
0x096b98cf31a8beac4e3d32c44e7bbc60c7c902a8,1,1,0.000017
0x096fd08acd782703ee93b87784c5125c819b2e6c,1,1,0.100000
0x09856d287414576939a9c61205860e25f8ef4ed8,1,1,5.580000
0x0989dc309e35145b13ee60bead623b6c56a601b6,1,1,20.400000
0x098b83330b943167910b35b943179461b14e17a2,1,1,0.028164
0x098e2225a594c87fb402c3687fc42ee42922c8ed,1,1,58.690000
0x098ebd36fb9a2799bc57fa4dc0bd7241e9852605,1,1,173.220000
0x0995fb6718d7cbdea183cd858dd2853ef9318123,1,1,2.830000
0x09a7637a466e881325b8d55b2d502587dba5f7e2,1,1,23.550000
0x09c2e36729efdc6dd8f406918ff8ac96ef14d17a,1,1,0.010000
0x09c60b02c67b00c279e73e32a3b899bb402228cf,1,1,57.060000
0x09cf4d8a7abe396fc04aa64bbd0ee95838b673a6,1,1,24.000000
0x09d9fc73cb34352efe6c2f8f153563674b89b6a3,1,1,50.000000
0x09ed85cd0c8a5bdc5101abe01adc5983a0b03bec,1,1,0.000010
0x09ef494d88ccd5a6753f0da94ee39aa16f393bec,1,1,0.000150
0x09f7126029ea4e7e860c0163468cf42bd63d7c84,1,1,0.100000
0x0a043cc2552984130a00fc81d01226dee08df076,1,1,0.100000
0x0a0894fc56895813d10744b855358906470763ee,1,1,245.000000
0x0a11ffe49c601a6a120ea2a0eafaa4e67ff67cc6,1,1,173.050000
0x0a240d52691c037d7b45208ce1a74f7c38aeedf0,1,1,100.010000
0x0a2aaafc5c2f10c0fdd0d619a9e6f88e8accd780,1,1,53.120000
0x0a317fb67c829b95aee0cffd0ef7c161d9a62632,1,1,355.300000
0x0a406447bd8b35e57c8477c3cb9af8886dab29ca,1,1,0.100000
0x0a43787ed1eb3b87069ddb7895fe43de33fb2325,1,1,7.350000
0x0a486496a838b82028a7d3f0309b1d8fa88edf17,1,1,28.474339
0x0a5005a1e488315a5fb6871173aee1c0d0bbd069,1,1,8.741877
0x0a503be3163f90bbe91d0c606b6383b9c004e5e2,1,1,58.580000
0x0a7596253f7fead42c1e31426d0beabc9c6d7eb1,1,1,0.100000
0x0a80ba8ae109049a16d788a26f67953b371a76f7,1,1,20.410000
0x0aa4232f30f0577b592fc07e9f495772651364b8,1,1,0.050000
0x0aa5a66b92f03425c64a011e70c1bdb94d110f5d,1,1,0.010000
0x0aa5dcd1492134eb912b1da10af54247937b1a73,1,1,0.005000
0x0aa8199930599a675529abff48482bb905f13cd0,1,1,204.000000
0x0ac5d356130a8970ac0d8f619fadcbed090583ca,1,1,20.400000
0x0ad2c59acd2ac2058de13773f2a30820646ed006,1,1,172.930000
0x0ad85f6e75c3de5292865386e99c106a1093ffc3,1,1,115.220000
0x0ae56a330a2b962541bcd271bb910d6c5c6dee00,1,1,0.100000
0x0aeecf9074efdb642143966de100cfebdc312c8f,1,1,0.100000
0x0b269289b03212808f390cd16cd2b7d922617ea1,1,1,0.100000
0x0b2ac8ebc3eb4d71d1d8a6a813e2622ff75df3fa,1,1,57.440000
0x0b42cc8470dafad77f35192a6290b60fde14d897,1,1,0.400000
0x0b4ec041a533e33a7a9b37643d1eea2e04106dcc,1,1,0.000150
0x0b52324f5248a98759bda45fdc990bcc945aeb16,1,1,1.000000
0x0b64a60caf7bd382eaac6fae7a8ad9901e8aeb08,1,1,0.100000
0x0b699869fda5cc8850ce14dc10a1aa0d5f068ff2,1,1,108.200000
0x0b8188f6e3dc96bc3c1c7ecfadccf874d5cd4ab8,1,1,0.010000
0x0b9adb7605e1bf1ea219bcf91cf1676fbf9ec21f,1,1,10.791000
0x0b9ce44c7bb21269816921b022c7cc4d1ab66b8e,1,1,10.780000
0x0b9ed7c0262af3459c8db36ce5e235cbd7785a4b,1,1,0.010000
0x0ba8cc892a0cea73229eb50c628dbb0e89fc5172,1,1,100.000000
0x0babb23201d786d3d37a357a81557d04ce2bed61,1,1,24.010000
0x0bb34d7769f3084525a81fda328ef2d19c8d008d,1,1,0.100000
0x0bbe2b9592804e83261fe6635d084211064d2c27,1,1,365.580000
0x0bce6a2965112220d4f0ce3a197847ecfbc848df,1,1,0.005000
0x0bda04597f4185daa5ef22f6f291882ae66ac415,1,1,63.870000
0x0bda895147acbf7dcc078a4307ec6d8188421538,1,1,0.010000
0x0be1336fb77648ec0f2fb166bd64444614271b9e,1,1,94.360000
0x0be889f5cabbce59ea5777da13cf6d468ad87fc5,1,1,357.000000
0x0bf472e38d72f53f4e7c4df44b464b0c030ba5b2,1,1,11.090000
0x0bf4e02c8770e950e1c43c4ec65adba7c734388c,1,1,0.003000
0x0c0f2d5cdb9e752390fc87c8d1633c81720c2035,1,1,0.180000
0x0c1454587a67ae8f13e45cdc63de8dc3284b6ece,1,1,0.100000
0x0c18917d94c952128671e07f5cb8e58d822f642e,1,1,0.100000
0x0c24ba650151d60b3e4fef9c8449481c2a04e403,1,1,21.770000
0x0c2663fa4220d7c9c24a91a8e9213ac436583f5a,1,1,345.090000
0x0c26a1b910021f5f825a7491577a34fbe86a4511,1,1,0.005000
0x0c2aa045e192b3ba4a0fe49e84e49e366351a54b,1,1,0.010000
0x0c32d2986d80fa1f6f8ded1aaed891bba005f50a,1,1,200.000000
0x0c3ce1885f9815ef7fa854491f7ea6d9507b8161,1,1,57.800000
0x0c4505302868ee00b25e7929b4d4f4dad82b5380,1,1,0.010000
0x0c48995007e587f1b3d03140eda7d5b6d25ee958,1,1,105.820000
0x0c4ae972b93b25ac96e9920710f677a5a173b75c,1,1,570.560000
0x0c5792025ae4085eacae8e831786632b919e6daf,1,1,20.000000
0x0c607a93416a780acf124ef34e3654b1d577ff66,1,1,0.100000
0x0c6237dba1143ad4d81ee9ca70be20e1684ca9aa,1,1,22.000000
0x0c681641e585913b721237fa773b9f11996cc391,1,1,0.010000
0x0c76be0c9a126df7ab1d5ca1fb7d9ae184a84caa,1,1,0.010000
0x0c88ffe501c9f3a7920a91f049319a05a5c71566,1,1,54.780000
0x0ca34c704110f38e3cd562c06f0133b33ff929c6,1,1,0.010000
0x0cae261a4ef968af7703074f34a235684c3970d6,1,1,0.100000
0x0cc5491fb2b6e63fbfa3c30e75093682bd0e1381,1,1,0.290000
0x0ccec60b32e55e66e10d5584af447a6561f7de8b,1,1,0.780000
0x0ce6220c0ddbea225d2d21c6c3d17d8044680d59,1,1,20.400000
0x0ce88fd7f932192f40de8a95f6592b6065d0c653,1,1,0.010000
0x0cf1c0e20e7cbabeade82c6267ad0c2b4f183aed,1,1,0.100000
0x0cfc5ac4099f5a346d1b8f930d8eb96b73d2fded,1,1,0.100000
0x0d018b59a73721b5b6f8445d52d942b7fe3ad936,1,1,53.750000
0x0d2bbd27d35c6461b1f72177409c5a1014f2af07,1,1,0.005000
0x0d451861d037b9cc9925f2d627c64a260a453445,1,1,10.900000
0x0d4a2400ed8aab0460c50ef94b81e7f2a301fa4e,1,1,0.010000
0x0d60ac6bea9d0f629d9d8323ea8334bb40c21483,1,1,10.439958
0x0d662a9cebb4fdfe10df2a44c95012520af43ba5,1,1,23.130000
0x0d68c3761a0470e93a6859273c7ace5d861bdcb8,1,1,22.620000
0x0d74c5d05efdf7318692fcc083e7573d1376624b,1,1,0.263437
0x0d75aaf96385f75418aac97da4cc8e5269c6d05f,1,1,0.360000
0x0d7b4a7c7ce3cb7386bd5fc4cd0d943fbd72ea53,1,1,200.000000
0x0d8c6eb1914c61a982a1665b73e48e4769beaa46,1,1,0.100000
0x0d9cc106a17c0816c73179e15dd46140c475057d,1,1,21.530000
0x0da8a8719fb738bda048ae49e2a613b3c2851745,1,1,115.920000
0x0dbb93b4e69cc9d8f5a16a196e0470f5d81cc0cf,1,1,0.100000
0x0dd211a0b4bc8f4bc6461dd26060a292d8a5556f,1,1,0.010000
0x0de2bcc78c0056f6196a1272130eedc219029850,1,1,0.010000
0x0df43c6f20b4b060bc84eca011c0fa113f38f963,1,1,117.820000
0x0e0678aa7436d758366fbbc9b03bda0d40ffa1bd,1,1,35.000000
0x0e0ace67092ca79aa138e13d90f23dfb23a6e3ca,1,1,0.010000
0x0e1089508b6db55df35dcb6f9a103ee61c05f33d,1,1,823.310000
0x0e16e9df6958fe0c3855d46494da3f6446c017db,1,1,0.100000
0x0e1f7508d7a4a72b7890e971770e42eaa69224bb,1,1,0.010000
0x0e2011c3083c356e1dbc19030981160c1de042e1,1,1,20.000000
0x0e23c2073a93eaf1143d0539f6eb6fe451af9102,1,1,172.550000
0x0e3b0e564e8d664a45aaa9913b521fade0321d17,1,1,0.003000
0x0e3e9028fd1c1748bcea52729ad3df89fe2f693a,1,1,25.000000
0x0e51ebd795d6293bda6b724c92a2872f170aca83,1,1,0.100000
0x0e5a2b934bb4573cf7804f8028e2e253e5758e3a,1,1,90.080000
0x0e6937aeb4b2b8cf9db0e8657e2bbdc4753eb579,1,1,0.005000
0x0e69852bb6367e2152fe7c7cd62260eea2522300,1,1,2240.000000
0x0e6c3bc9c17c2bd5c758cc872f1cd525682ba080,1,1,31.000000
0x0e6d35c1a17ebfa9be0c59e1365deb12917d7c12,1,1,22.460000
0x0e74da2283a92cf0e826d3be9a3b0ef3f135c4f9,1,1,322.160000
0x0e85c764a6d73168a3196db1af4e0f5168ecadb6,1,1,23.550000
0x0e87dd5cfc2c4a226ce867597d5cdf3be4676aa9,1,1,0.010000
0x0e8bd9dd6c9d3bb283586799c1378c424eb9f54d,1,1,227.910000
0x0e8c9ed943ba943f58499f5cd169ba650ed08212,1,1,0.100000
0x0e9916743f9485b7db7dea141c1028096e001c7d,1,1,45.110000
0x0e9a9dd460dbfabb445edf8ffdbc6db3c092107c,1,1,0.100000
0x0ea035fb42385d658706d15ded9feea87ccba4d2,1,1,54.360000
0x0ea739772ca3d1e6e8123f27245de14c4a6551b4,1,1,0.100000
0x0eaa461822020fb8b91c8ff73d86970e0e1ec6eb,1,1,0.100000
0x0eb6a4c56cb68188f39fc0f3ec607e5693f9b621,1,1,102.010000
0x0ed23909adb58def28eef4ad8cf8b0711be9f1f8,1,1,0.010000
0x0edbb1efff66bbf5a99a2044991c197b8ec537b0,1,1,0.290000
0x0ee71fd67f89383a0e511f9582bb46f17485a680,1,1,8.130000
0x0ef59759eb0f4000634f37503d2064505c360628,1,1,511.500000
0x0efdb87527c5cc5bb2e850de19781bc3679b4527,1,1,58.000000
0x0f099ce0a5e63e3e55831d3eee4dd3946f18d9ca,1,1,71.540000
0x0f1521123ce2b0537329b652d7c44f5c5ba20e54,1,1,80.300000
0x0f18af6e13e39c4f5a39e4b68824eb8d6caf39b4,1,1,2.710000
0x0f1a618a00d3932e7736056b25cc307c35bd3352,1,1,57.340000
0x0f30302c304987132c684865e72ba989d9e368a3,1,1,4322.040000
0x0f304222f9db556b5cf1292c14cc178c9e511ab5,1,1,275.220000
0x0f33283b8832be683c12d29da4b412ad9706ae10,1,1,0.772749
0x0f42450a158970df30570f75ce4cc25365d0f91d,1,1,0.100000
0x0f6301a6603a4c338173b82fed2f5606c3c36527,1,1,0.407999
0x0f803632d4c5a09fb46f6c9695e109fa0dcbf7ae,1,1,230.650000
0x0f881fc22f610f48334bb34d01b97081a10a0720,1,1,65.330000
0x0f8d6795d15493a10ed8342081ff96e0e1029a92,1,1,0.005000
0x0f982c3c8c752e4407059d630386e17b6b4c83e2,1,1,51.000000
0x0fb2f7a7d45af81dc165b5edc3d6dcb21aa8229d,1,1,0.100000
0x0fcc5d0630c549d366cdb82562668ad9b50e0db5,1,1,0.010000
0x0fcf53a59710ee3de48b8690958c43158645568a,1,1,0.100000
0x0fd5a52e0175bad5ef8a3f2654fbe65f3a92914e,1,1,0.100000
0x0fd89adcdbc432a621dbd29a254a5e19bf04c3a7,1,1,33.230000
0x0feb67d718099499f64cf6255ff58a686151c1a8,1,1,0.010000
0x0ff0f527247ce087bb0570b73c17ff7fd163d6c3,1,1,354.860000
0x10088ba53b9574f924df6e9306b0fe06350e6bce,1,1,23.040000
0x100949cf79fd441ff7f0a165f49de4eb45570042,1,1,33.560000
0x100ab0678b71cf4bc68dd652c54369f134290f43,1,1,10.100000
0x1012bfd1bf5cb7ac49e6d1445aad679dde0e940c,1,1,0.100000
0x10137a4cf165d6acf5986c42cb064f78a5af903b,1,1,181.720000
0x1024d01c12dd300f4cd9288e8b764235cd70b1cb,1,1,0.100000
0x1038c05631c0a6852c4cf8a0c1c7af2f4c30d23a,1,1,211.330000
0x10471d02e0b46cb58515834a95b21338adedcb5b,1,1,9.900000
0x1057860f6b1b56e8d0f77268458a9e747b0ca1e2,1,1,0.100000
0x10616e3df01876cd7a472c64319c4880868453e3,1,1,0.010000
0x107379cfdb4ae2ab16fb9a5d3ff2b2a8d4d53a34,1,1,18.000000
0x10794832c5a74554926267a4cea59104da67d4e9,1,1,54.030000
0x10a06a450122f63ae6d50c432a6b8709f4a3da38,1,1,13.088351
0x10a08967cd3c606ea322276c7604aa0ec155b70e,1,1,5.400000
0x10a808c8a35472f22e3e29b86520d3cdb0b48dd4,1,1,0.100000
0x10b59a342f32d0e908799a29ff78132fd20845a2,1,1,0.100000
0x10f19ec49f499702b9bcd02c2ba3bfb162219b22,1,1,40.530000
0x10f9d1c8fcb584446d30e40b1d45a63525ec3752,1,1,0.010000
0x10fe92933fddb7aec919131f6872699245605592,1,1,0.005000
0x110d040b16af8d6fb96ae4df8607526fb71a988a,1,1,0.050000
0x11193602603291680d27a1d0b938e9336049dfdd,1,1,0.100000
0x111bcef010a9350f32645f26bfb97f3c05ac402c,1,1,353.640000
0x11243191b5227ffbd86e8751097f380f46248bfa,1,1,20.500000
0x112537fc53db26f1d47adf5d876ba2dfb80c03bc,1,1,0.010000
0x1148dca8f4f639156dd9eb85d7d4098f3c1e59aa,1,1,0.003000
0x11556740e5a4c15dede2dcc3c03035820a744edb,1,1,0.100000
0x115765c01521019ea0c175e14431f84a9630c68d,1,1,22.160000
0x115c2d7b4004519899c38f8fa3bd823554b9647c,1,1,5.470000
0x11629158bf6bacd385ca60331d5796451b2bd401,1,1,133.013370
