from_addr,payments,recipients,usdc
0xbc5e1956798761fac01ed37c86d3a5f8bea03884,9,1,0.037000
0x811c1326b64fd88238bf391c1488df9aa77c9189,9,2,0.054500
0xcc51b36c7416971b4bba39b5151b2493566db86a,9,1,0.032483
0x0f9d66a2578ba68e831f4544d4dac32b52f01d50,9,1,0.035000
0xe97407f07b924fbfafd64fce0559cee1d8aa72d2,9,2,0.380000
0x58a8997f559e068066c9a7b5a7f0edae14a6abb7,9,1,0.042000
0xe99534313a5b0b054feabaacd9d3fa6190bd999b,9,1,0.039000
0xea2d639360445f79065a56a6bee44858e22e422f,9,1,0.040000
0x8cba9f90dc3c4ec02c9c300475fe98dd7c66533c,9,1,0.036000
0x4e9c4f7fa71e11b2b1077af71049a5681a6db43f,9,1,1.450000
0xcbb88bb9243e55af1c14030bb1080454c75fc753,9,1,0.038000
0xafeee9f48ad36bdfa92535feb4e6914e6c270912,9,1,0.038000
0x80ec0169f9ee326c22254644bddedb41e0ceacdb,9,1,0.280000
0x23db74fbc604f071b95bea996e0269ef6e20d9a4,9,1,0.043000
0xf6286037b55bc5daaddede4f6cedf9e4c91ba069,9,1,0.033000
0xbab38ce7ef7375a70656d65650a4a6107409c621,9,3,0.360000
0xafb3916969e71340ba976f5775cc0e830a7de1a8,9,1,0.043000
0x9b88f097a53d361878c5eddbf80a05f206e58263,9,1,0.046000
0xf6179b4238344f328db300c32e460e24abac3d6c,9,1,0.001350
0xcb2432fb06d4e70dc4686d795d8ced5ebae900aa,9,1,0.090000
0xa45d1bf2e13a7bdbada08ac94af8e46b63ea53be,9,1,0.046000
0x2dd1e7f33ce6ca067b38389e6e7808054c4740a5,9,1,0.049000
0x00d73b2e508c24bde63dada8d66a5d1938e6e629,9,1,0.510000
0x361c231d4a764cf582efb42c73fd6dfcdfddd82f,9,1,0.810000
0xcb0394c9080e4aa1d56a86341282abde59333283,9,1,0.090000
0x31da62c50d96a2f67f4cc1f9ea75d9f66a964d5c,9,1,0.044000
0xeb50820d77361546abdfe76b74696bab63e47ba8,9,1,0.039000
0xeb6af9ef88f2a85e01a59af9b230e9be310afc0c,9,3,0.014000
0x808cf7fd517e7f0be2e248be1588d0bcd2f5168f,9,5,1.095000
0x385347e837394126478f37cdb3e3f90961c55013,9,6,0.037500
0xcaae78b34ec8485636b8f8a10be2cf621b691185,9,1,0.035000
0xf57aa115bf3e51223f6e4810c2984471dea5b5fb,9,1,0.027000
0xde9510af60ab9e6f233219102fa1b960dfe5b242,9,1,0.092600
0x69d2cb0e9ede507f9234aef6be5bfdea24564d5d,9,1,0.090000
0xca898110365f2669ac83e8e064f1743709462cea,9,1,0.090000
0x254403f010c653467bf79a1947c1e0a384456ed7,9,1,0.034000
0x0f1fb744492af4d1f235cebf4775d36ef56c1e2d,9,2,1.225000
0xc3882f1913d062f438f3be20a7d405026e651c1a,9,1,0.032000
0x3682488466568412c394617b2a7f92dd4b625a76,9,1,0.043000
0xfb441a7bd4bc60e0787dea97150689faeddb9fe6,9,1,0.036000
0xd24bd994e7e6b926ced5292d022f98a96c95805c,9,4,0.021500
0xdfadfe0ff73a06de654825562e4b4401e32ee75f,9,1,22.300000
0x094ec177bd9b5f1daddb34d1e5acd7b9080690f8,9,1,0.044000
0x4e08fc64602899a1e6d6c24ff6ae546add612ecf,9,1,0.036000
0xaaa9079cd5d8ec34795e882397b562b96ad10899,9,1,0.270000
0x30e75a45286cfbe932b4c957532e0c86def65e86,9,1,0.042000
0x2d32f80849f8c5e39ee6a71b670666226624fcd2,9,1,0.038000
0xbd4d988f756c19dea43dab8b7f9e2935aeaa0804,9,1,0.048000
0x8e994da46028c5f70579ea576b1d7db0ee32d3db,9,1,0.036000
0xb5056b791a330f54311dfb57cd490ad77d29b364,9,1,0.043000
0x4483ea9e80656e6d5a11d21954a1c88be093d04b,9,1,0.046000
0x0f7ae28de1c8532170ad4ee566b5801485c13a0e,9,3,113.866151
0xc4052ba9562dec25c83ad255aaa259485ee29f81,9,1,0.034000
0x3808074e44dc88e49e4c6486e5830c85bb035575,9,1,0.038000
0xc9a6637fd83169d8167513334f9395cf4c4d670d,9,1,0.044000
0xb5e8a0eb915bb67a9dc1940b77aa0566108febb8,9,1,0.090000
0x2fe7932f0b0781033bfa3f068ed4d8d76afd6f04,9,6,0.042500
0x2b55eb831e0546ef0edc1eb0b01a20876cd0fc23,9,1,0.120000
0x1e0f1a05ead03cf08fd52cf7564cb5627afe9835,9,1,0.038000
0x93e161f427be5de10261f1bd1833b63b3c53533a,9,1,0.041000
0x66adfbef1222f254472cb1e70e85ba2b6db1a508,9,1,0.720000
0xdcbdd865cd2efdf4442adb6f3fed85238a88f370,9,1,0.045000
0xc4642e53ba2cdc4902725326016d13fea27cad54,9,1,0.041000
0xe1b48b76a15dd3e1987f4739f7d807a44134b963,9,1,0.034000
0x93ac49aa097be527dbfdee2433d37a61af121297,9,1,0.041000
0xae8a1048caa638ce6c773ab331b5327a603e1dcf,9,1,0.038000
0x957cb9e7514a89485b4a54fbb50ca34f12a15994,8,1,0.035000
0x9f7747e22b1c621b6365c1b042a6c49ba6d0c4ea,8,6,0.034500
0x35593dab21cc688729204d8b33b442fd9c463f12,8,2,0.030000
0xc23e5d3c5c11ec7b82ac4f34cb8171687f28b560,8,1,0.032000
0x3e8c001a07c10ce8f7ae4625f9e570a0531b6589,8,1,0.040000
0xfec6c0f3a5a1094b6da01d9db73dc10c1679ecc9,8,1,0.038000
0x6c60c6648e0e0fdde0a71d66f164746e917f1516,8,1,0.024000
0x4ac6c5307e9da05b575db1b3565b34c322e23753,8,1,0.036000
0xbdc1e3003049a7fa643bf8d9967db6746424a15f,8,1,0.037000
0x4615018c648879923f2f059e57f753648a2ab723,8,1,0.035000
0x32139943ca3585676ae9bd03ae6c27fbac473484,8,1,0.030000
0xb1dd665de70971358d310ffb449b077e2497150f,8,1,0.033000
0x183965b47440d67481c5b4698e6c1b71f6b93906,8,1,0.041000
0x5c2e3ccb3fbd837ea899b42feab1d67e9d575b88,8,1,0.032000
0x4959f1076dea69e05b89a73e7943f09aad64a3f4,8,1,39.320000
0x5d91ad1bc77aa0dbeeed1118a73f47cdee0f1bad,8,1,0.031000
0xbe9970bde2111f1c7ee114d417363e2a5636e502,8,1,0.035000
0xa68018f76007eb922f68300440c579510bdfad4d,8,1,0.800000
0x561f2804f70ced769482a305331b779e59ae6377,8,1,0.040000
0xbd62583d71ed52f89f8a6798a49052f5a8732497,8,2,0.022000
0xfa2157d7fc7f9c2a87f892ee9504a0004dcb193e,8,1,0.043000
0x3ac4fa4250f7452ef2bebfe8d87b03402e696852,8,1,0.800000
0xfea0c25f58689500be2328a6bccaedd4a460cfa6,8,1,0.031000
0x843bc0df0bd43bcf1939224bee9ef3623b88a4a7,8,1,0.000282
0xbc2eb44fec351eec03cdaa5748a1404f9001feb8,8,1,0.034000
0x8edb1ed79864db1b51037e6297eb592aeb9e6fe3,8,1,0.030000
0xb8c28b2dc277edf6b41cc0f8864e9ad2f9144816,8,1,0.036000
0xbe1ecf7905e0d44f6afaf039f17ac58639b310cf,8,1,0.016000
0x0184e1b55315c9ff906f47b244a13aba3ad71fa6,8,1,0.064000
0xf503ac6e6e6611a19b174f9cf6a3f49be615e4ab,8,1,0.031000
0x4fe21650bee982ea1288bf2e927ec24cd1c8a3c4,8,2,0.042209
0x62422ce703f024959b64fa922a8eaf6cf4058a7b,8,1,0.038000
0x5f9ffd6fa6c46a52884300ac942885291cc3438d,8,1,0.080000
0xeba70b499937a33427a5130205546679c835b69e,8,1,0.033000
0x17360a4564725435eda6a03c69172d60253fd4ce,8,5,0.065200
0x1d89b2d4fe209293617f38a33e33dee56ebd609c,8,1,0.042000
0x8b051dfd4288d003727559996bd1f0719e88e344,8,1,0.038000
0x12c93ca6a4716c4268fe574efe74997c5709c3f4,8,2,0.030000
0xf99737bc6a23789d8724f01bc721e45eef132335,8,1,0.031000
0xfcf37b44fc89e9754b01528a94515e801b466de2,8,1,0.042000
0x65caec92ba53b9678b8abb66e8106f2fe30ad203,8,1,0.029000
0xeb0750fffebc1977d2e9265f1510e253addf8037,8,1,0.042000
0x399118c6fb50917b560b9d70f3f7a0001e53b64e,8,1,0.034000
0x134727c547fcf1221f8194afbb67f79656d96fbf,8,1,0.039000
0xba4298178ccfe417e7dd55ab41dee96994bc4772,8,1,0.036000
0x7970b3b1e2579ba42e3b8701e5a2c8a4b04f4798,8,1,0.035000
0xfaf997e116dfdf0aa0562fc12934b8de4f833ba5,8,1,0.036000
0x86e025400d42661dbf51d69cd378875abc408b1f,8,1,0.028000
0xa6c456e8ffe8bbed538841d91b0f322e3b18f2c5,8,1,0.038000
0x4644a999f1d9f7d0c20fcd6b0bd625c14706f727,8,3,0.072000
0x742e6b9274a2563f629961c239b3cf4f8ee122a5,8,1,0.031000
0x489f51f093caade64f97c3947f841c533ceea900,8,5,0.132000
0x1b723bfdb17ab26aa301719ee0841b2cf0299fb4,8,1,2.600000
0xb14b5476f93820c27c0ef2f42f195e910201b738,8,4,0.046000
0xb89400a863673bb80d408a522de7ea365574cc32,8,1,0.041000
0x9ba85a4ac1c3abac403efc386336aae7b8e80f49,8,2,0.008000
0xfc5b82942c9daef5c0146bbdaa38ada7999b0513,8,1,0.033000
0xd4e12b1f36581951defe3cdbc90c40b36cfd3ff7,8,1,0.530000
0xe68a222f45cff0297aa028ccb134873416f91cec,8,1,0.200000
0x4807c2fdf6b6f06ffa986585fe2aad50de2c5efe,8,2,0.330000
0xca2a2913544847ddcf8b7797975741936ce9817b,8,1,0.800000
0x1eed1afa2b5d143d689951ceb94803087cdf27a6,8,1,0.036000
0xcde437784c4a92a7a4dc69e35b7dacda866cfe41,8,1,0.000256
0x1bbbe009af2cb0c0eb6a4e7da2ee439c91f611a0,8,1,0.036000
0xe72a55ad194937f2150b70322159432c2227d4d2,8,1,0.044000
0x8ef75a747bc1454ccc2ae802ccb49fad57ea3214,8,1,2.000000
0xc40cc349c6d8d41b51f7c49e9f682e44a9b570d2,8,1,0.032000
0x42069b54b700abf5c26151f705a4e75351e06c5f,8,1,0.031000
0x8768f59a2309638cdc8ecf0bbc36a47a6f992ad5,8,1,0.030000
0x0f17409ca187d91f43fc0489907de2ebfcaef234,8,1,0.034000
0xfeb1ecfef4d56d45f31e60d5210f9a4a2833f05d,8,1,0.530000
0xe15d737b350f605bff6d8e35a424b0f59eda4136,8,1,0.034000
0x1d4f716efca399cdcf9def03366e7d02b6d552a7,8,4,0.059000
0x3467d26a55cbca84c3267453047720ad2646b9b7,8,1,0.026000
0x20b8bda8c59c3fc3fc3fdc47367401ac93e7e49f,8,1,0.038000
0x471d0e0cc37f6c084c82b486a8b57428522103b8,8,1,0.028000
0x7cea8450de26506d8b3293cd85907a9e620660d1,8,1,0.530000
0x55e808caa89171e6f1dff38cc6caed718de15508,8,1,0.025000
0x0e6d758e85aa8f6fd052f73e68e4df9d79bfd1ca,8,1,0.033000
0xae5ae663371256c4fbe1fe4fe18401e5725b3fcd,8,1,0.032000
0xeb32b028a75585bf66f62b6e148b62d7b506db5e,8,1,0.039000
0xc499ee85696dfe21e7f9a863613e0e5402808284,8,1,0.037000
0x0a49a0f022e4d228782d98360baec297de87751e,8,1,0.031000
0x5165a075ec3b63af867ae9ed1cfa9cddd5023ae1,8,1,0.036000
0x76ecf3983f71f397e31d4645eaf8a493347e7ffc,8,1,3.843939
0x8f548ca56896f93f4ace58cbf4016e9c70f6a6b4,8,1,0.032000
0x9abcd215d0e030ac87e03a89c50e13addc08161a,8,1,0.022000
0xae5436c988547139a7f29823d2cad414767a7a6c,8,7,0.029000
0xc4aaf1c4fadb55f75450646e9fabefae6e8462e8,8,1,0.047000
0xc936bb1a2d3452914c162f6962dc98cea450b03f,8,1,0.030000
0xbbf731b7cb5f8558dcc9bfa3034985204a73685e,8,1,0.044000
0x7f9a476ce06ba35fb4679857e1514d888bdde93c,8,1,0.037000
0x7feb7e681f55028cd722f624d4b4e4d0683025d8,8,1,0.028000
0x6b6e301a94c141c27820d0e814aa42a0e704e912,8,1,0.036000
0x46beff3e6a19e56dc94dd3a53c40ae184abf126f,8,1,0.037000
0xf315338a85fe10d15c9cbd1942763a7ff5cf5a0a,8,1,0.032000
0x741106374ec4af1d1e317ae0a92cb3e2664bb7ca,8,1,0.042000
0xcae5c62880390feb026183c6ec079c956efd5911,8,1,0.035000
0x7c0b1a9744ea20ec1b2378e0cd5ec1bb1743f778,8,1,0.040000
0xf8bae63d2a93dd7638cb985555469dad871db2e4,8,1,0.038000
0x1ba681f2ce7761e4edaaf84f77a7c9bd2e0cf193,8,1,0.040000
0xee4bf8779a3102c378f19b5b9c553fd93e9a200f,8,2,0.037500
0xf8a75af4ac0688211dc48aebf9ea5f2f8fea22c8,8,1,0.740000
0x3a823ed489485360f53e50794189c496354fd36b,8,7,0.037000
0x000b22307b8a6850e2f4ecd0c018a87a3649e0c3,8,1,0.027000
0x7d248315f73b9fd0ff94bd2d57d1aa12cb592aab,8,1,0.036000
0xc4f7e61374cd08aa3cbd116d6b36b411e8165237,8,1,0.034000
0xadd7eae4761d9bf86e0ee14d0a34350842969071,8,1,0.029000
0x0c3985a00075080ab0ed429465ab5f7f33e7d041,8,1,0.026000
0x81d5dc6bd542639cf4ac33fb69346e331afe5503,8,1,0.026000
0xb512407e448d19e5f4e3ed3258f170e62df14f81,8,1,0.036000
0x763a9347473c67e414c2f3a66bbd64ef1ac677ca,8,1,0.033000
0xfd41815cc4383187d401994c825be96b85828b6b,8,1,0.030000
0x005582bca8dffc3d54bced1e74de18fe1980dc06,8,1,0.029000
0x670f8e7c5667eb76ea2215ac1c6f3cdd8c5884f9,8,1,0.031000
0xb8558a6f4f90119566c5e43cb723d7fd8f401757,8,2,0.401000
0xeb61e002b5aadfbff3a568974247e304775b2ab1,8,1,0.035000
0xc890009ee8c6f02bd237fe8d035f6cd211c6eb40,8,1,0.032000
0xdd8012db05c3a5b733f32e94bc4b51f9d14c232f,8,1,0.035000
0xc417287db9a73fbb0f47189676adf62b361f2f70,8,2,0.013000
0xa4aef82b60c7e25b4ef7e639866af2ca25314ad8,8,1,0.026000
0x9721db411efcf8e8b92c00a4d7b069c6a4f04161,8,1,0.260000
0x4d6823b083a7d03bce47d50e224903016353b6c8,8,1,0.160000
0x4a35387ee69bd7e1a6649557a7579180ea3afb99,8,1,0.560000
0x9d46d5bca27b452ac4c74ca610bbd04610696622,8,2,0.037500
0x61f707537ba29d92813517fc266f34cfe19beb1c,8,1,0.035000
0xc0a2f5994e4827d7a3a36a32afb588871c5a4a38,8,1,0.031000
0x773f383edbba282f20d8952265cb1e2e0259db97,8,1,0.029000
0x6726be9fa473a92db2a5d1cf40c28efee1b7bb2d,8,1,0.093000
0xd5cee93bb668ec5c2af8389417826adde55db8d9,8,1,0.037000
0x81b50301d1cec1cbffde77b36d5f93b3230b1761,8,1,0.033000
0x6518a7d226b4bc0c80a1c054c451357147994cdf,8,1,0.039000
0x585e99738d4d88c64351f8af0527738cf7322f2b,8,1,0.041000
0xdf3404c28c0c4ad5479460d20b827c4b975ebf8e,8,1,0.034000
0xc84c2329cb96a2dcecd582650f118e3693badf9e,8,1,0.029000
0x0ea80a1b0cb0e8b06b95efc4a7798384fed2bc12,8,1,0.024000
0x048a2d910d4793b5c06625f19a8c4ca97f34511b,8,1,0.041000
0xb4cf6af20f7b3578acdfc2d76ff2374d35ef6ef3,8,1,0.036000
0x0b9b7fce7dbfbd59715780b9d2e10b8a5251fb0e,8,1,0.027000
0xcca50fbda5c216ab2c7c47b252addad0082c4a6c,8,1,0.022000
0xc8259b3e9a94758f1c31d1a1340dc90118409409,8,1,0.025000
0x22fd42e73f23673b4a534adb8ff7ee2acc17ab5b,8,1,0.032000
0x73f8a0e1119d0ca9d393915c9a0f9cb196407bae,8,1,0.025000
0xad31fd6d8bbea69c09c3253f0a2ce35a3f9dfcd0,8,7,0.056500
0x457886e6400a16584dce1cdcf9c2c6a827d425aa,8,1,0.040000
0x243dcc974437fb36397b3a7e1bac30bff261e5c6,8,1,0.031000
0x4e3ae278f8aa71926b0efe26a1827d0f8a1eb7f1,8,1,0.033000
0x1d036febe69e07509f2281ee420c5abec3d1d776,8,1,0.036000
0x14c0d463e439e089ddba4274fe6c928bec29e7db,8,1,0.037000
0x801e41e4713fcc95c7e8a655c2b470dec7393c95,8,1,0.038000
0x848e8a7cc3242f28b071355b72756242fa428e2c,8,1,0.039000
0x66c3880b891c46c28bfdef46fb9fe78ecc42cb41,8,1,0.160000
0x4cc9054ce6e614d1f271992c7c20402358fc37fd,8,6,0.050500
0x4e328d34fd4d376139ddaedff2af0f79fb487132,8,1,8.870000
0x7e2e0c232ce3bae170ac6daf7dd3788f5242fb2c,8,1,0.045000
0xc5c2c52b35b3c1212b2bda3a4d9e289a9a2a45af,8,1,0.024000
0xb91798b8c8d18f23306ac80a46990d53041076d7,8,1,8.000000
0xe8b8128ecf9ad7a4391778bc2d5b27a7cc9a6add,8,1,0.031000
0x63f7f1b1fcc35155682e466725629814310001a1,8,1,0.033000
0xb787a31387d20a508120ea551f702a502b1c1535,8,1,0.025000
0x0f3fd3da3c0e7da79c2be10d8dad0473591ca88c,8,1,0.037000
0x3f008597446c6012ce2182919433401d5df2b918,8,1,0.034000
0x1aaba3c158edf07e14f25ca8262a95fd20e1d74c,8,7,0.049000
0xa4e1c3b1843f315b932855df0dcd56b15041a4cf,8,1,0.035000
0x1aa0bce1c46985b2e86fc7fec8424ca8ca8b895c,8,7,0.053000
0x249e983fcbcf78dcfe165e5f26801e25bc0462e2,8,1,0.038000
0xb08143b4b055aeca97e1ad0038c6929d99f1dadc,8,1,0.031000
0x7ec2062d5931935edaf28238fc8cea34f348297c,8,1,0.039000
0x32797e92aa637d885a470cab52b7fed1de33b8ea,8,1,0.080000
0x91875914e18a8a50e31b06b895fba848a5d50f20,8,1,0.035000
0xdf61774324a002fa974045a37e4b25affd88139c,8,1,0.037000
0xac04a10118b57cf8646f522e2a4c5ceddd3a298a,8,1,0.027000
0xc41b765dcb17941eacc5a8254cf4958fabc70f29,8,1,0.035000
0xac177d560f4dcdd3bf0fad5763e8e04b1b00fc14,8,1,0.030000
0xc772ac7b6999f0f4e2dfa0e31a5f289aa87ebf1b,8,1,0.042000
0x9183b1b91f95f18ba92d05298560976ec2722354,8,1,0.041000
0x12495f41b55a60baee99bd459dfa8d533d752c4a,8,1,0.032000
0xb9cc05d5bfbe5d58c2bd84cc9058037f61e68b20,8,1,0.045000
0x90fca032f16a0143b5cadebc37c0d2d4c8852a77,8,1,0.028000
0x67b0c90ed8151039a111f079b4a49f71c101ef94,8,2,0.080000
0xb53a452889179eee3a2a56ba2e5a874dd9f1c87c,8,1,0.040000
0xac7906e92a2025f46d4f0e47e3c58db76ab6684e,8,1,0.034000
0x7aba9c61a993d9b2c595dd9eb3d1dd7733ffbc39,8,1,0.032000
0x4cb67479f4cc462c470556b30b5b422f5aee3710,8,1,0.620000
0x96c254442d7cd799a3ce6d46ceef6bf0055d7ac1,8,1,0.034000
0x22a48c0b48d1285b5d821518f08a8734e2a0037a,8,1,0.029000
0x16a1a0805a84fad870534f1e4ee505052aee18eb,8,1,0.040000
0xc73573bb893faa797055bdce0ff826124ea071b5,8,1,0.025000
0xa26054a4188e6d5c31a4dcdfca27b0ffe247228d,8,1,1.000000
0x074b2e53fb2eb8b8df39be760260f63bc7fff141,8,1,0.080000
0x8348643ff4250e73d8d6e9b1c7d880496897b736,8,1,0.020000
0xc70b66586926441524877cff788b972b9ec7b115,8,1,0.037000
0x69051797c2e0fa3c0a3c005b8f57139ed8d0d729,8,3,0.048000
0x35ba1e5c0a7cab0336f0a06bb52552510ae1db12,8,2,0.026500
0x5129875b5aa63e3fa8244d6f8d8bcf9c7298eb55,8,1,0.026000
0xd640b8190f3300e88150bc9098a9189cb6aee81a,8,1,0.041000
0x7e81988b7187eb3c3a65229bb1536fa1039234a7,8,8,0.054000
0x15ec1aa3928bdae7ad042eb41ea5fc6fd3978afb,8,1,0.034000
0x4f1f06193ea77bf9c2b6efa0eba6ee7a5cfc29f8,8,1,0.039000
0xd64b8f58190dacc925c91203a85fd8aa45c1c845,8,1,0.033000
0xf570ba7aa41c27e719b93a8cb63cc70e96610f87,8,6,0.062200
0xa9e532e225117921708287259fc3fe5ada068b53,8,1,0.480000
0xc47d23e90d323fde8104e477143f6d40dccd45a0,8,1,0.033000
0x2672492a3b9198848b8b00284749552c2859a712,8,1,0.125000
0x5bb2f9bc1197bde42017652688a643e6643033ea,8,1,0.048000
0xdbdab8767160b1f2cbe38d2b562a6c2b2ede7932,8,1,0.036000
0x2ef830c1651b4a6f3391375e18d97b8cd5824a7e,8,1,0.034000
0xd0c9d2cab1c539064ec8957bffc6527d434cea77,8,1,0.028000
0xba4dccd189a96dd57c62a8a927c519ce88ffeca7,8,1,0.170000
0x3ff899b48d7cd04126eec38408c81a085a18796f,8,1,0.030000
0x654f72d93a1a4d4dd326c4fb7213bf450a80a4f1,8,1,0.035000
0x6d449cf31321b0a7b73c11e61f951512b74ba406,8,1,0.030000
0x3a2157ff7b760b299a66afd29f774d871aded912,8,2,0.030000
0x995f30f1a0fcdbf99567b46a3f4187de952d58f6,8,1,0.035000
0x41296715764b357b279048ec8613034e6da41b26,8,1,0.040000
0x054e658272639fbbe7bfca16fdab3b69ea7ac22f,8,1,0.034000
0xe4223cf277264cf0ad4542161b9d03ec038836fb,8,1,0.034000
0xaf1f8d9760cfaa934158adbeac182e16862823cc,8,1,0.029000
0xa558335bb60a1dc996e681848f8fceaec5d4ba97,8,1,0.037000
0xdb769f98624a231f7f5f2da0c327f73fb2236d54,8,2,1.670000
0xfacb36c4122211f4d4a2adf58ac6873a9801ef5d,8,1,0.040000
0x54e6eb5e9a8e289eae9e108a1c374d89e34bef06,8,1,0.160000
0x471042c110cd5eb7c673ad9e80ad818234628f35,8,1,0.040000
0x3c02401b472d7acf06852fa875f4d4d26fbc8206,8,1,0.036000
0x18a0edab1d293a29a10c0b81e1aaaa749c9ade99,8,1,0.028000
0x40264d9cc48be453ebab4a2bfa87e65e1c37ba60,8,1,0.034000
0x280c1bc8061f83ed137fc20228d4c51f55851e22,8,1,0.034000
0x8c7216603afa4099a4ab6a7a5d0d55a697c9c74c,8,1,0.480000
0x206ce23c218f7b3bae38da52f08e858b806b099c,8,1,0.036000
0x655d656775ed2e5d4b25ab61419047f7363027df,8,1,0.035000
0xd28e383ef4dcba692ba46f9e299e4ad4c9c98103,8,2,0.570000
0xa59f5d00328efa1c30cd3626f3da79315032d2cd,8,1,0.014400
0x6d0d38240f3cf768f994201f05b6a77ada5afe85,8,1,0.036000
0xb05bacb13845646bcc25eb6ef22336308f5d0d51,8,2,0.040500
0xbad023cb6546e15c19e8820278f76fc9dd906818,8,1,0.035000
0x8df26a562818a887320752bfc390fabfb42f34cb,8,1,0.049000
0x23fb8ed03424c10eff5c133bfdfaf27d9141cedb,8,1,0.030000
0x10e0771c6311dc4cca440527d0ee0620772ebb06,8,1,1.250000
0x341df56b2fd1ca415f341264038468c7a5b21bc1,8,1,0.036000
0xd7400750c48993bf1ec8027942fb7b09f5fec0cb,8,1,0.031000
0x3ab8adfd70bd086e7a422ac7ab90cf0ef3fab795,8,1,0.028000
0x6ce70c3a7ba5dfdeb250a89350639d3e37b44da3,8,1,0.170000
0xe10f1c157c7c706c10269b05d1e93bbc71f5af21,8,1,0.050000
0xe4b3fdf802c64e89b5c88fe8d1e147291518eeb7,8,1,0.036000
0x991b117689d0a83211cb9bbb4dcb03288cd0ee73,8,2,0.103000
0x4e2e255731290cccdd0615f932707191945d0221,8,1,0.033000
0x2daf6d3bd508332b0f154ea96163b9147951278d,8,1,0.038000
0xecb8b82ede97334230a60ddc5efe3840f1ac785f,8,1,0.056000
0x9918f94bebd5590518ba84f5b40bfe925e825ca7,8,6,0.069000
0xe4e6dbfcddacc99e85d5c749a6ada37b4eb18313,8,1,0.038000
0xdae3b5ee4b0e4c411f8e298f482f0290af884b14,8,1,0.043000
0x710cf0f14bef66fa3c312b79b0e7e5de5bc0984e,8,1,0.034000
0xaa24c0dde6c8d86cfa8c40c4b7917179bbb9af95,8,1,0.036000
0x6f30cca6ffdbb0a3002380ab12ca4c3df90f05bd,8,1,0.030000
0x75e57be020ed7d90506b0dbeaf1f257a451a519d,8,1,0.036000
0x0f211f0aa0f5556521bb89733e620cd21dfa0b0d,8,1,0.037000
0x0587761707175b28d225d1a6cb81d0641b6760da,8,1,0.038000
0xf738519bf9966a541f376a05f49df5821f0efc52,8,1,0.034000
0x05f8219da38f971d1e34b153543f4806fdc6ed41,8,1,0.000290
0x566890cf3ac51384a0c42d9f8a1ce22f6ac8522c,8,2,0.038500
0x98dbf9f9af3eeda45e093ebc801e1df84485efc1,8,1,1.031000
0x261e5a5014011936e50b1dfefc74d16712311394,8,1,0.039000
0x3d67809db4cb9a2a592649cf0138b427b6a50cbe,8,1,0.320248
0x78c8677f8635768d6e2499b98b39a121d6879025,8,1,0.023000
0x577124bc9f5675e2c822954990f28f10bd1cab7d,8,1,0.035000
0x11e88e6036841ee7b9de70ae8c6aeaa1ec59c90b,8,1,0.020000
0xaefedd4e766b6ad3f505ff622a26d6ce6577c92d,8,5,0.048000
0xaeee4c0b30703416b08b0c125738238d2b717b51,8,1,0.037000
0x7150eadf49cdcee98a3567df0d2a486a3731d1e0,8,1,0.030000
0xd1ec276ed2a0e85da5702adf93267d3a2a3dff2e,8,1,0.028000
0xd819bc2a7e9d44d544a8e00bf2008f4feee3bdef,8,1,0.600000
0xea0d60a632f09940a7e36dac528d1aa7ef5dc46a,8,1,0.027000
0x48a756fb0e1c3e7475d29d0209dc5e9cbed5e993,8,1,0.029000
0x329f0eea7a16f160e529d7e2103b9d15e7f676a3,8,1,0.037000
0xa3dc2e49e44bb4af897308fd104547c9f6e8eb98,8,6,0.041000
0xcf615b08bb58b15e2bf8c1805fcdb836577215dc,8,1,0.040000
0x0703474f1ed0f18a291c918025aa24ba9773d84a,8,1,0.044000
0xe0517b13529687b21b0e133380d0814ffc124302,8,1,0.031000
0xcf4c8145ba826cd72694a5413dbca12fa554a9cf,8,3,0.598000
0xbc0bcf29e230611f663c93e3f3fd051890ec885d,8,1,0.038000
0x4e9372056714743163e5d23972de3fcc19dc91a4,8,1,0.035000
0x5b86e3fa6f6d904518688bf272606f73d2ab5710,8,1,0.027000
0xdd42335ea5a902dcb9401848d08278adeb2fe078,8,1,0.030500
0x44a0a86562bfe8799299962b3cf5eb73e303f10d,8,1,0.220000
0x12e8bf4b5bc10bf2cad362a871acb6d66773ab30,8,1,0.032000
0x0bd01880ce3609e6b52058269cb4950705129c52,8,1,0.041000
0x38b1256e805f411501c54ad3050064ff42c2da2f,8,1,0.047000
0x00000000009726632680fb29d3f7a9734e3010e2,8,3,6.992760
0x2c959ce35e863751a821b2d3d2b6905fd6a0fb66,8,1,0.080000
0x2aff4620c3e201172046e3b610df6375d1e0ac92,8,1,0.022000
0x71f3b73dec69070a1f70fd3f53319d8155e5e07e,8,2,0.032000
0x0c6d126366716b3c822520b0e16344b28b0c76aa,8,1,0.034000
0x09f5581e78e13b547df217973803dc4014d07640,8,1,0.037000
0xba549fe453f7bf13f4d2c336ed8d220c6217044c,8,1,0.042000
0xffde406d31e99c43b369b9aa3a0c3d2245c8a1cd,8,1,0.034000
0xc0b4ac78a4871eb14e70482cd9e4ee291da9506e,7,1,0.028000
0xd3e51bf7dd0ff541267944741062d3f0b9525122,7,1,0.030000
0xa34b8c7a8c9f98ccae264df04c3e1cab1bfc5769,7,2,0.140000
0xdf0cbf7b58d1ecd8de0e504d0c1653a833e68405,7,3,0.630000
